id	filename	cellType	cellTypeSubtype	antibody	mappingGenome	dataSource	dataSourceGSM	description
GSM515675_POL2_shcMyc	GSM515675_POL2_shcMyc.bed	Embryonic Stem Cell	[PCL] V6.5 ES cells; c-Myc knockdown	Polr2a	mm10	GSE20485	GSM515675	ES cells expressing shRNA targeting c-Myc
GSM515676_POL2_Dox0h	GSM515676_POL2_Dox0h.bed	Embryonic Stem Cell	[PCL] ZHBTc4 ES cells	Polr2a	mm10	GSE20485	GSM515676	Inducible Oct4 repression via Tet-OFF system; no dox added
GSM515677_POL2_Dox12h	GSM515677_POL2_Dox12h.bed	Embryonic Stem Cell	[PCL] ZHBTc4 ES cells; Oct4 repressed	Polr2a	mm10	GSE20485	GSM515677	Inducible Oct4 repression via Tet-OFF system; dox added for 12 hours
GSM515678_POL2_Dox24h	GSM515678_POL2_Dox24h.bed	Embryonic Stem Cell	[PCL] ZHBTc4 ES cells; Oct4 repressed	Polr2a	mm10	GSE20485	GSM515678	Inducible Oct4 repression via Tet-OFF system; dox added for 24 hours
GSM523221_Gata3	GSM523221_Gata3.bed	T-Cells	[PC] DN	Gata3	mm10	GSE20898	GSM523221	CD3-CD4-CD8-
GSM523222_Gata3	GSM523222_Gata3.bed	T-Cells	[PC] DP	Gata3	mm10	GSE20898	GSM523222	CD4+ CD8int-hi
GSM523223_Gata3	GSM523223_Gata3.bed	T-Cells	[PC] CD4+	Gata3	mm10	GSE20898	GSM523223	CD3hiCD4+CD8- (isolated from Lymph nodes)
GSM523224_Gata3	GSM523224_Gata3.bed	T-Cells	[PC] CD8	Gata3	mm10	GSE20898	GSM523224	CD3hiCD4-CD8+
GSM523225_Gata3	GSM523225_Gata3.bed	T-Cells	[PC] Th1 CD4+	Gata3	mm10	GSE20898	GSM523225	Purified CD4+ T cells (lymph nodes) were co-cultured with APC; in the presence of anti-CD3 and anti-CD28. Additionally; anti-IL-4; IL-12 and IL-2 were added. After 4 days of stimulation; cells were cultured in IL-2-containing medium for another 2-3 days.
GSM523226_Gata3	GSM523226_Gata3.bed	T-Cells	[PC] Th2	Gata3	mm10	GSE20898	GSM523226	Purified CD4+ T cells (lymph nodes) were co-cultured with APC; in the presence of anti-CD3 and anti-CD28. Additionally; anti-IFN and anti-IL-12; IL-4 and IL-2 were added. After 4 days of stimulation; cells were cultured in IL-2-containing medium for another 2-3 days.
GSM523228_Gata3	GSM523228_Gata3.bed	T-Cells	[PC] Th17	Gata3	mm10	GSE20898	GSM523228	Sorted naive Foxp3-RFP- CD4+ T cells (lymph nodes) were co-cultured with APC; in the presence of anti-CD3 and anti-CD28. Additionally; anti-IL-4; anti-IFN; anti-IL-12; TGF; IL-6 and IL-1 were added. After 4 days of stimulation; cells were maintained in regular medium without IL-2. Cells were then sorted for Foxp3-RFP- CD4+ T cells.
GSM523229_Gata3	GSM523229_Gata3.bed	T-Cells	[PC] iTreg	Gata3	mm10	GSE20898	GSM523229	Sorted naive Foxp3-RFP- CD4+ T cells (lymph nodes) were co-cultured with APC; in the presence of anti-CD3 and anti-CD28. Additionally; anti-IL-4; anti-IFN; anti-IL-12; TGF and IL-2 were added. After 4 days of stimulation; cells were cultured in IL-2-containing medium for another 2-3 days. Cells were then sorted for Foxp3-RFP+ CD4+ T cells.
GSM523230_Gata3	GSM523230_Gata3.bed	T-Cells	[PC] nTreg	Gata3	mm10	GSE20898	GSM523230	CD4+CD25h (isolated from Lymph nodes)
GSM523231_Gata3	GSM523231_Gata3.bed	T-Cells	[PC] NKT	Gata3	mm10	GSE20898	GSM523231	TCRbeta+B220-CD1d- alpha-GalCertetramer+ (from liver)
GSM530318_Rag2	GSM530318_Rag2.bed	T-Cells	[PC] Thymocytes	Rag2	mm10	GSE21207	GSM530318	Developing lymphocytes were analyzed or purified by flow cytometry. Thymocytes were almost entirely CD4+CD8+ pre-T cells.
GSM539537_8_Sfpi1	GSM539537_8_Sfpi1.bed	B-Cells	[CL] 38B9 Pro-B-Cells 	Spi1	mm10	GSE21614	GSM539537-GSM539538	NULL
GSM539545_Smad3	GSM539545_Smad3.bed	B-Cells	[CL] 38B9 Pro-B-Cells; TGFbeta treated	Smad3	mm10	GSE21614	GSM539545	TGFbeta for 1 hr
GSM540722_Stat3	GSM540722_Stat3.bed	T-Cells	[PC] Th17	pStat3	mm10	GSE21669	GSM540722	Control (STAT3fl/fl) naive CD4+CD44-CD62L+ T cells were isolated and sorted (thymus; spleen; mesenteric lymph nodes; and colon lamina propria). Cells were cultured for 72h with platebound anti-CD3; anti-CD28; IL-6 and TGF-b with blocking antibodies to IL-2; IL-4 and IFN-g. Cells were restimulated for 1h with IL-6.
GSM545882_5_Sfpi1	GSM545882_5_Sfpi1.bed	Erythroid Progenitors	[CL] MEL (Gata1/ER)	Spi1	mm10	GSE21953	GSM545882-GSM545885	Murine erythroleukemia (MEL) cells stably transfected with Gata-1 fused to ER
GSM545888_91_Sfpi1	GSM545888_91_Sfpi1.bed	Erythroid progenitor	[PCL] Erythroid progenitors (ES cell derived)	Spi1	mm10	GSE21953	GSM545888-GSM545891	N/A
GSM546525_Foxo1	GSM546525_Foxo1.bed	B-Cells	[PC] Pro-B-Cells (Rag1-/-)	Foxo1	mm10	GSE21978	GSM546525	Pro-B cells were isolated from femoral bone marrow of Rag1 knockout mice by positive enrichment of B220+ cells using magnetic separation and expanded for 10 d in the presence of IL-7 and SCF.
GSM546526_Ctcf	GSM546526_Ctcf.bed	B-Cells	[PC] Pro-B-Cells (Rag1-/-)	Ctcf	mm10	GSE21978	GSM546526	Pro-B cells were isolated from femoral bone marrow of Rag1 knockout mice by positive enrichment of B220+ cells using magnetic separation and expanded for 10 d in the presence of IL-7 and SCF.
GSM549337_39_41_Myb	GSM549337_39_41_Myb.bed	Myeloid Progenitors	[CL] ERMYB (granulocyte/macrophage precursor)	Myb	mm10	GSE22095	GSM549337-GSM549339-GSM549341	Cells were cultured in the presence of beta-estradiol (antibody used ER)
GSM550303_Stat4	GSM550303_Stat4.bed	T-Cells	[PC] Th1 CD4+	Stat4	mm10	GSE22104	GSM550303	Naive CD4+CD44-CD62L+ T cells were isolated (spleen and lymph nodes) and sorted. Cells were cultured with platebound anti-CD3; anti-CD28; IL-12 and anti-IL-4 for 3 days; followed by IL-2 and IL-12 for 4 days. After 7 day in vitro culture; cells were restimulated with plate-bound anti-CD3; anti-CD28 and IL-12 for 2 hrs.
GSM550311_Stat6	GSM550311_Stat6.bed	T-Cells	[PC] Th2	Stat6	mm10	GSE22104	GSM550311	Naive CD4+CD44-CD62L+ T cells were isolated (spleen and lymph nodes) and sorted. Cells were cultured for 72h with platebound anti-CD3; anti-CD28; IL-4 and anti-IFN-g for 3 days; followed by IL-2 and IL-4 for 4 days. After 7 day in vitro culture; cells were restimulated with plate-bound IL-4 for 2 hrs.
GSM552233_Fli1	GSM552233_Fli1.bed	Multipotent myeloid progenitor	[CL] HPC-7	Fli1	mm10	GSE22178	GSM552233	Multipotent myeloid progenitor cell line derived from ES cells retrovirally transduced with Lh2.
GSM552234_Gata2	GSM552234_Gata2.bed	Multipotent myeloid progenitor	[CL] HPC-7	Gata2	mm10	GSE22178	GSM552234	Multipotent myeloid progenitor cell line derived from ES cells retrovirally transduced with Lh2.
GSM552235_Gfi1b	GSM552235_Gfi1b.bed	Multipotent myeloid progenitor	[CL] HPC-7	Gfi1b	mm10	GSE22178	GSM552235	Multipotent myeloid progenitor cell line derived from ES cells retrovirally transduced with Lh2.
GSM552238_Lyl1	GSM552238_Lyl1.bed	Multipotent myeloid progenitor	[CL] HPC-7	Lyl1	mm10	GSE22178	GSM552238	Multipotent myeloid progenitor cell line derived from ES cells retrovirally transduced with Lh2.
GSM552239_Meis1	GSM552239_Meis1.bed	Multipotent myeloid progenitor	[CL] HPC-7	Meis1	mm10	GSE22178	GSM552239	Multipotent myeloid progenitor cell line derived from ES cells retrovirally transduced with Lh2.
GSM552240_Sfpi1	GSM552240_Sfpi1.bed	Multipotent myeloid progenitor	[CL] HPC-7	Spi1	mm10	GSE22178	GSM552240	Multipotent myeloid progenitor cell line derived from ES cells retrovirally transduced with Lh2.
GSM552241_Runx1	GSM552241_Runx1.bed	Multipotent myeloid progenitor	[CL] HPC-7	Runx1	mm10	GSE22178	GSM552241	Multipotent myeloid progenitor cell line derived from ES cells retrovirally transduced with Lh2.
GSM552242_Tal1	GSM552242_Tal1.bed	Multipotent myeloid progenitor	[CL] HPC-7	Tal1	mm10	GSE22178	GSM552242	Multipotent myeloid progenitor cell line derived from ES cells retrovirally transduced with Lh2.
GSM555160_2_TBP	GSM555160_2_TBP.bed	Embryonic Stem Cell	[PCL] V6.5 ES cells	Tbp	mm10	GSE22303	GSM555160-GSM555162	N/A
GSM558904_Gata4	GSM558904_Gata4.bed	Cardiac muscle	[CL] HL-1	Gata4	mm10	GSE21529	GSM558904	Confluent HL-1 cells were infected with adenovirus expressing rtTA; BirA and Gata4 for 48 hrs. (streptavidin beads)
GSM558905_Mef2a	GSM558905_Mef2a.bed	Cardiac muscle	[CL] HL-1	Mef2a	mm10	GSE21529	GSM558905	Confluent HL-1 cells were infected with adenovirus expressing rtTA; BirA and Mef2a for 48 hrs. (streptavidin beads)
GSM558906_Nkx2-5	GSM558906_Nkx2-5.bed	Cardiac muscle	[CL] HL-1	Nkx2-5	mm10	GSE21529	GSM558906	Confluent HL-1 cells were infected with adenovirus expressing rtTA; BirA and Nkx2-5 for 48 hrs. (streptavidin beads)
GSM558907_Srf	GSM558907_Srf.bed	Cardiac muscle	[CL] HL-1	Srf	mm10	GSE21529	GSM558907	Confluent HL-1 cells were infected with adenovirus expressing rtTA; BirA and Srf for 48 hrs. (streptavidin beads)
GSM558908_Tbx5	GSM558908_Tbx5.bed	Cardiac muscle	[CL] HL-1	Tbx5	mm10	GSE21529	GSM558908	Confluent HL-1 cells were infected with adenovirus expressing rtTA; BirA and Tbx5 for 48 hrs. (streptavidin beads)
GSM558909_Ep300	GSM558909_Ep300.bed	Cardiac muscle	[CL] HL-1	Ep300	mm10	GSE21529	GSM558909	HL-1 cardiac muscle cell line
GSM560341_GSM560342_Smc1	GSM560341_GSM560342_Smc1.bed	Embryonic Stem Cell	[PCL] V6.5 ES cells	Smc1a	mm10	GSE22562	GSM560341-GSM560342	N/A
GSM560343_GSM560344_Smc3	GSM560343_GSM560344_Smc3.bed	Embryonic Stem Cell	[PCL] V6.5 ES cells	Smc3	mm10	GSE22562	GSM560343-GSM560344	N/A
GSM560345_Med12	GSM560345_Med12.bed	Embryonic Stem Cell	[PCL] V6.5 ES cells	Med12	mm10	GSE22562	GSM560345	N/A
GSM560346_Med12	GSM560346_Med12.bed	Embryonic Stem Cell	[PCL] V6.5 ES cells	Med12	mm10	GSE22562	GSM560346	N/A
GSM560347_GSM560348_Med1	GSM560347_GSM560348_Med1.bed	Embryonic Stem Cell	[PCL] V6.5 ES cells	Med1	mm10	GSE22562	GSM560347-GSM560348	N/A
GSM560350_Nipbl	GSM560350_Nipbl.bed	Embryonic Stem Cell	[PCL] V6.5 ES cells	Nipbl	mm10	GSE22562	GSM560350	N/A
GSM560352_Ctcf	GSM560352_Ctcf.bed	Embryonic Stem Cell	[PCL] V6.5 ES cells	Ctcf	mm10	GSE22562	GSM560352	N/A
GSM566277_Oct4	GSM566277_Oct4.bed	Embryonic Stem Cell	[PCL] CCE ES cells	Pou5f1	mm10	GSE22934	GSM566277	N/A
GSM566278_Rbbp5	GSM566278_Rbbp5.bed	Embryonic Stem Cell	[PCL] CCE ES cells	Rbbp5	mm10	GSE22934	GSM566278	N/A
GSM566280_Wdr5-FL	GSM566280_Wdr5-FL.bed	Embryonic Stem Cell	[CL] CCE ES cells	Wdr5	mm10	GSE22934	GSM566280	N/A
GSM591469_Rad21	GSM591469_Rad21.bed	Embryonic Stem Cell	[PCL] R1/E ES cells	Rad21	mm10	GSE24030	GSM591469	ES cells expressing Rad21-GFP. Anti GFP antibody used
GSM591470_Rad21	GSM591470_Rad21.bed	Embryonic Stem Cell	[PC] R1/E-derived EB	Rad21	mm10	GSE24030	GSM591470	ES cells (expressed Rad21-GFP) differentiated into embryoid bodies for 12 days. Anti-GFP antibody used
GSM594600_p300	GSM594600_p300.bed	Embryonic Stem Cell	[PCL] V6.5 ES cells	p300	mm10	GSE24164	GSM594600	N/A
GSM611116-7_Rela	GSM611116-7_Rela.bed	Macrophages	[PC] Bone Marrow Macrophage; LPS treated	Rela	mm10	GSE16723	GSM611116-GSM611117	3 hr LPS stimulated macrophages
GSM611192_Tet1C	GSM611192_Tet1C.bed	Embryonic Stem Cell	[PCL] E14 ES cells; control knockdown	Tet1	mm10	GSE24841	GSM611192	ES cell expressing scrabbled control shRNA. Antbody to Tet1 C-terminus
GSM611194_Tet1N	GSM611194_Tet1N.bed	Embryonic Stem Cell	[PCL] E14 ES cells; control knockdown	Tet1	mm10	GSE24841	GSM611194	ES cell expressing scrabbled control shRNA. Antbody to Tet1 N-terminus
GSM611196_Sin3A	GSM611196_Sin3A.bed	Embryonic Stem Cell	[PCL] E14 ES cells	Sin3a	mm10	GSE24841	GSM611196	N/A
GSM611197_Sin3A	GSM611197_Sin3A.bed	Embryonic Stem Cell	[PCL] E14 ES cells	Sin3a	mm10	GSE24841	GSM611197	N/A
GSM623989_Prdm14	GSM623989_Prdm14.bed	Embryonic Stem Cell	[PCL] LF2 ES cells	Prdm14	mm10	GSE25409	GSM623989	ES cells carrying Flag-HA tagged Prdm14. Flag and HA antibodies used.
GSM632040_POL2	GSM632040_POL2.bed	Embryonic Stem Cell	[PCL]	Polr2a	mm10	GSE25532	GSM632040	129Sv-C57Bl/6 ES cells
GSM632055_Mapk8	GSM632055_Mapk8.bed	Neuron	[PC] ES cell derived terminally differentiated neurons	Mapk8	mm10	GSE25532	GSM632055	N/A
GSM632056_Mapk8	GSM632056_Mapk8.bed	Neuron	[PC] ES cell derived terminally differentiated neurons	Mapk8	mm10	GSE25532	GSM632056	N/A
GSM632057_Nfya	GSM632057_Nfya.bed	Neuron	[PC] ES cell derived terminally differentiated neurons	Nfya	mm10	GSE25532	GSM632057	N/A
GSM632058_Nfya	GSM632058_Nfya.bed	Neuron	[PC] ES cell derived terminally differentiated neurons	Nfya	mm10	GSE25532	GSM632058	N/A
GSM632059_POL2	GSM632059_POL2.bed	Neuron	[PC] ES cell derived terminally differentiated neurons	Polr2a	mm10	GSE25532	GSM632059	N/A
GSM634247_Ctcf-Gfp	GSM634247_Ctcf-Gfp.bed	Embryonic Stem Cell	[PCL] R1/E ES cells	Ctcf	mm10	GSE25777	GSM634247	N/A
GSM641909_Ldb1	GSM641909_Ldb1.bed	Haematopoietic progenitor	[PC] HPC	Ldb1	mm10	GSE26031	GSM641909	Lin- bone marrow haematopoietic progenitor cells
GSM641910_Tal1	GSM641910_Tal1.bed	Haematopoietic progenitor	[PC] HPC	Tal1	mm10	GSE26031	GSM641910	Lin- bone marrow haematopoietic progenitor cells
GSM641911_Gata2	GSM641911_Gata2.bed	Haematopoietic progenitor	[PC] HPC	Gata2	mm10	GSE26031	GSM641911	Lin- bone marrow haematopoietic progenitor cells
GSM644975_Ctcf	GSM644975_Ctcf.bed	B-Cells	[PC] Pro-B-Cells (Rag1-/-)	Ctcf	mm10	GSE26257	GSM644975	Bone marrow cells were isolated from 4- to 8-wk-old Rag1-/- mice and were enriched for CD19+ cells.
GSM644976_Rad21	GSM644976_Rad21.bed	B-Cells	[PC] Pro-B-Cells (Rag1-/-)	Rad21	mm10	GSE26257	GSM644976	Bone marrow cells were isolated from 4- to 8-wk-old Rag1-/- mice and were enriched for CD19+ cells.
GSM647224_p53	GSM647224_p53.bed	Embryonic Stem Cell	[PCL] R1/E ES cells	Trp53	mm10	GSE26362	GSM647224	N/A
GSM647225_p53	GSM647225_p53.bed	Embryonic Stem Cell	[PCL] R1/E ES cells; adriamycin treated	Trp53	mm10	GSE26362	GSM647225	ES cells treated with adriamycin for 8 hours
GSM647226_p53S18P	GSM647226_p53S18P.bed	Embryonic Stem Cell	[CL] R1/E	Trp53S18P	mm10	GSE26362	GSM647226	p53S18P - p53 phosphorylated at residue Ser18
GSM647227_p53S18P	GSM647227_p53S18P.bed	Embryonic Stem Cell	[PCL] R1/E ES cells	Trp53S18P	mm10	GSE26362	GSM647227	ES cells treated with adriamycin for 8hours. p53S18P - p53 phosphorylated at residue Ser18
GSM651192_Dpy30	GSM651192_Dpy30.bed	Embryonic Stem Cell	[PCL] E14 ES cells	Dpy30	mm10	GSE26136	GSM651192	N/A
GSM652877_Stat3	GSM652877_Stat3.bed	T-Cells	[PC] Th17	Stat3	mm10	GSE26552	GSM652877	Naive CD4+CD44-CD62L+ T cells were isolated (spleen and lymph nodes) and sorted. Cells were cultured with platebound anti-CD3; anti-CD28; IL-6; TGF-beta; anti-IL-4 and anti-IL-2 for 3 days. After 3 day in vitro culture; cells were restimulated with IL-6 for 30 mins.
GSM652878_Stat5	GSM652878_Stat5.bed	T-Cells	[PC] Th17	Stat5a/b	mm10	GSE26552	GSM652878	Naive CD4+CD44-CD62L+ T cells were isolated (spleen and lymph nodes) and sorted. Cells were cultured with platebound anti-CD3; anti-CD28; IL-6; TGF-beta; anti-IL-4 and anti-IL-2 for 3 days. After 3 day in vitro culture; cells were restimulated with IL-2 for 30 mins.
GSM654874_Fli1	GSM654874_Fli1.bed	T-Cells	[PC] Th2	Fli1	mm10	GSE20898	GSM654874	Purified CD4+ T cells (lymph nodes) were co-cultured with APC; in the presence of anti-CD3 and anti-CD28. Additionally; anti-IFN and anti-IL-12; IL-4 and IL-2 were added. After 4 days of stimulation; cells were cultured in IL-2-containing medium for another 2-3 days.
GSM656523_Ring1b	GSM656523_Ring1b.bed	Embryonic Stem Cell	[PCL] V6.5 ES cells	Rnf2	mm10	GSE26680	GSM656523	N/A
GSM659799_Tet1	GSM659799_Tet1.bed	Embryonic Stem Cell	[PCL] E14 ES cells	Tet1	mm10	GSE26832	GSM659799	N/A
GSM671415_Stat3	GSM671415_Stat3.bed	Dendritic	[PC] Dendritic; IL-21 treated	Stat3	mm10	GSE27161	GSM671415	Spleen derived. Treated with IL-21 for 2 hours.
GSM671416_Stat3	GSM671416_Stat3.bed	Dendritic	[PC] Dendritic; IL-21 and GM-CSF treated	Stat3	mm10	GSE27161	GSM671416	Spleen derived. Treated with IL-21 and GMCSF for 2 hours.
GSM671418_Stat5B	GSM671418_Stat5B.bed	Dendritic	[PC] Dendritic; GM-CSF treated	Stat5b	mm10	GSE27161	GSM671418	Spleen derived. Treated with GM-CSF for 2 hours
GSM671419_Stat5B	GSM671419_Stat5B.bed	Dendritic	[PC] Dendritic; IL-21 and GM-CSF treated	Stat5b	mm10	GSE27161	GSM671419	Spleen derived. Treated with IL-21 and GMCSF for 2 hours.
GSM687279_Hdac2	GSM687279_Hdac2.bed	Embyonic stem cell	[PCL] V6.5 ES cells	Hdac2	mm10	GSE27844	GSM687279	N/A
GSM687280_Hdac2	GSM687280_Hdac2.bed	Embyonic stem cell	[PCL] V6.5 ES cells	Hdac2	mm10	GSE27844	GSM687280	N/A
GSM687282_Kdm1a	GSM687282_Kdm1a.bed	Embyonic stem cell	[PCL] V6.5 ES cells	Kdm1a	mm10	GSE27844	GSM687282	N/A
GSM687284_Chd4	GSM687284_Chd4.bed	Embyonic stem cell	[PCL] V6.5 ES cells	Chd4	mm10	GSE27844	GSM687284	N/A
GSM687285_Rest	GSM687285_Rest.bed	Embyonic stem cell	[PCL] V6.5 ES cells	Rest	mm10	GSE27844	GSM687285	N/A
GSM699164_p300	GSM699164_p300.bed	Embryonic Stem Cell	[PCL] E14 ES cells	Ep300	mm10	GSE28247	GSM699164	N/A
GSM699165_CTCF	GSM699165_CTCF.bed	Embryonic Stem Cell	[PCL] E14 ES cells	Ctcf	mm10	GSE28247	GSM699165	N/A
GSM700553_Suz12_Pcl3_shRNA	GSM700553_Suz12_Pcl3_shRNA.bed	Embryonic Stem Cell	[PCL] XG122 ES cells; Pcl3 knockdown	Suz12	mm10	GSE28325	GSM700553	ES cells expresseding shRNA targeting Pcl3
GSM700554_Suz12	GSM700554_Suz12.bed	Embryonic Stem Cell	[PCL] XG122 ES cells	Suz12	mm10	GSE28325	GSM700554	ES cells expressing control shRNA
GSM700555_Phf19	GSM700555_Phf19.bed	Embryonic Stem Cell	[PCL] E14 ES cells; Pcl3 knockdown rescue	Phf19	mm10	GSE28325	GSM700555	ES cells expressing shRNA targeting Pcl3 and a TAP-tagged Pcl3 not recognized by the shRNA
GSM700556_Phf19	GSM700556_Phf19.bed	Embryonic Stem Cell	[PCL] E14 ES cells; Pcl3 knockdown rescue	Phf19	mm10	GSE28325	GSM700556	ES cells expressing shRNA targeting Pcl3 and a TAP-tagged Pcl3 not recognized by the shRNA
GSM703186_Sox2	GSM703186_Sox2.bed	Embryonic Stem Cells	[PCL] ZHBTc4 ES cells	Sox2	mm10	GSE28455	GSM703186	N/A
GSM703187_Sox2	GSM703187_Sox2.bed	Embryonic Stem Cells	[PC] ZHBTc4 ES cells; Oct3/4 deleted	Sox2	mm10	GSE28455	GSM703187	ES cells cultured in FGF4; heparin and Activin A for 1 day after Oct3/4 deleted
GSM703188_Sox2	GSM703188_Sox2.bed	Embryonic Stem Cells	[PC] ZHBTc4 ES cells; Oct3/4 deleted	Sox2	mm10	GSE28455	GSM703188	ES cells cultured in FGF4; heparin and Activin A for 2 days after Oct3/4 deleted
GSM703189_Sox2	GSM703189_Sox2.bed	Embryonic Stem Cells	[PC] ZHBTc4 ES cells; Oct3/4 deleted	Sox2	mm10	GSE28455	GSM703189	ES cells cultured in FGF4; heparin and Activin A for 3 days after Oct3/4 deleted
GSM721212_Mllt3	GSM721212_Mllt3.bed	Leukaemia	[PC] MLL AF9 blasts	Mllt3	mm10	GSE29130	GSM721212	Bone marrow cells were transformed with biotinylated MLL-AF9 (streptavidin beads)
GSM722387_Gata2	GSM722387_Gata2.bed	Erythroid Progenitors	[CL] G1E; beta estradiol and rhBMP4 treated	Gata2	mm10	GSE29193	GSM722387	24 hrs beta estradiol + 2 hrs rhBMP4
GSM722388_Smad1	GSM722388_Smad1.bed	Erythroid Progenitors	[CL] G1E; beta estradiol and rhBMP4 treated	Smad1	mm10	GSE29193	GSM722388	24 hrs beta estradiol + 2 hrs rhBMP4
GSM722390_Gata1	GSM722390_Gata1.bed	Erythroid Progenitors	[CL] G1ER; beta estradiol and rhBMP4 treated	Gata1	mm10	GSE29193	GSM722390	24 hrs beta estradiol + 2 hrs rhBMP4
GSM722391_Smad1	GSM722391_Smad1.bed	Erythroid Progenitors	[CL] G1ER; beta estradiol and rhBMP4 treated	Smad1	mm10	GSE29193	GSM722391	24 hrs beta estradiol + 2 hrs rhBMP4
GSM730630_Runx1	GSM730630_Runx1.bed	Haemogenic endothelium	[PCL] VE-cadherin+ CD41+ (ES cell derived)	Runx1	mm10	GSE29515	GSM730630	N/A
GSM732913_Notch1	GSM732913_Notch1.bed	Leukaemia	[CL] T6E T Lymphocyte	Notch1	mm10	GSE29600	GSM732913	NULL
GSM732914_Rbpj	GSM732914_Rbpj.bed	Leukaemia	[CL] T6E T Lymphocyte	Rbpj	mm10	GSE29600	GSM732914	NULL
GSM732916_Notch1	GSM732916_Notch1.bed	Leukaemia	[CL] G4A2 T Lymphocyte	Notch1	mm10	GSE29600	GSM732916	NULL
GSM732917_Rbpj	GSM732917_Rbpj.bed	Leukaemia	[CL] G4A2 T Lymphocyte	Rbpj	mm10	GSE29600	GSM732917	NULL
GSM746555_6_Tal1	GSM746555_6_Tal1.bed	Erythroid	[CL] G1E	Tal1	mm10	GSE30142	GSM746555-GSM746556	Gata1 null erythroid progenitor
GSM746571_2_Tal1	GSM746571_2_Tal1.bed	Erythroid	[CL] G1E-ER4; estradiol treated	Tal1	mm10	GSE30142	GSM746571-GSM746572	Gata1 restored erythroid cells; differentiation induced by estradiol (E2) 24hrs - ENCODE
GSM746581_2_Gata1	GSM746581_2_Gata1.bed	Erythroid	[PC] Erythroblast	Gata1	mm10	GSE30142	GSM746581-GSM746582	Ter119+ cells from E14.5 FL
GSM746583_4_Tal1	GSM746583_4_Tal1.bed	Erythroid	[PC] Erythroblast	Tal1	mm10	GSE30142	GSM746583-GSM746584	Ter119+ cells from E14.5 FL
GSM749809_Ell2	GSM749809_Ell2.bed	Embryonic Stem Cell	[PCL] KH2 ES cells	Ell2	mm10	GSE30267	GSM749809	N/A
GSM749810_Aff4	GSM749810_Aff4.bed	Embryonic Stem Cell	[PCL] KH2 ES cells	Aff4	mm10	GSE30267	GSM749810	N/A
GSM773994_Tcf7	GSM773994_Tcf7.bed	Haematopoietic progenitors	[CL] EML lympho-hematopoietic progenitor	Tcf7	mm10	GSE31221	GSM773994	Lin-SCA+CD34+
GSM773995_GSM773996_Runx1	GSM773995_GSM773996_Runx1.bed	Haematopoietic progenitors	[CL] EML lympho-hematopoietic progenitor	Runx1	mm10	GSE31221	GSM773995-GSM773996	Lin-SCA+CD34+
GSM774291_Pu1	GSM774291_Pu1.bed	T-Cells	[PC] FLDN1	Spi1	mm10	GSE31235	GSM774291	E13.5-14 Fetal Liver cells were myeloid depleted. Lin-c-Kit+CD27+ FL cells were sorted and cultured in the presence of Flt3-L and IL-7. After 4.5 d of culture; cells were sorted to isolate DN1 (FLDN1; Lin-c-KithiCD45+CD44+CD25-).
GSM774292_Pu1	GSM774292_Pu1.bed	T-Cells	[PC] FLDN2a	Spi1	mm10	GSE31235	GSM774292	E13.5-14 Fetal Liver cells were myeloid depleted. Lin-c-Kit+CD27+ FL cells were sorted and cultured in the presence of Flt3-L and IL-7. At both 4.5 d and 8.5 d of culture; cells were sorted to isolate DN2a cells (FLDN2a; Lin-c-KithiCD45+CD44+CD25+). The FLDN2a sample is a pool of day 4.5 and day 8.5 DN2a cells in approximately 2:1 ratio.
GSM774293_Pu1	GSM774293_Pu1.bed	T-Cells	[PC] FLDN2b	Spi1	mm10	GSE31235	GSM774293	E13.5-14 Fetal Liver cells were myeloid depleted. Lin-c-Kit+CD27+ FL cells were sorted and cultured in the presence of Flt3-L and IL-7. After 8.5 d of culture; cells were sorted for DN2b (FLDN2b; Lin-c-KitintCD45+CD44intCD25+).
GSM774295_Gata3	GSM774295_Gata3.bed	T-Cells	[PC] FLDN1	Gata3	mm10	GSE31235	GSM774295	E13.5-14 Fetal Liver cells were myeloid depleted. Lin-c-Kit+CD27+ FL cells were sorted and cultured in the presence of Flt3-L and IL-7. After 4.5 d of culture; cells were sorted to isolate DN1 (FLDN1; Lin-c-KithiCD45+CD44+CD25-).
GSM774296_Gata3	GSM774296_Gata3.bed	T-Cells	[PC] FLDN2b	Gata3	mm10	GSE31235	GSM774296	E13.5-14 Fetal Liver cells were myeloid depleted. Lin-c-Kit+CD27+ FL cells were sorted and cultured in the presence of Flt3-L and IL-7. After 8.5 d of culture; cells were sorted for DN2b (FLDN2b; Lin-c-KitintCD45+CD44intCD25+).
GSM774297_Gata3	GSM774297_Gata3.bed	T-Cells	[PC] Thy DP (TCRa -/-)	Gata3	mm10	GSE31235	GSM774297	Cells were collected from TCRalpha-/- thymi (4-6 weeks old); by depletion with antibodies against Ter-119; CD19; F4/80; Gr-1; NK1.1; CD122; CD11b; CD11c; c-Kit; CD44 and CD25. After this depletion; 90-95% of cells were CD4+CD8+.
GSM774940_Taf3	GSM774940_Taf3.bed	Embryonic Stem Cell	[PCL] D3 ES cells	Taf3	mm10	GSE31270	GSM774940	N/A
GSM774942_Taf1	GSM774942_Taf1.bed	Embryonic Stem Cell	[PCL] D3 ES cells	Taf1	mm10	GSE31270	GSM774942	N/A
GSM774944_Tbp	GSM774944_Tbp.bed	Embryonic Stem Cell	[PCL] D3 ES cells	Tbp	mm10	GSE31270	GSM774944	N/A
